cid	size	cluster
Be_subset_of	3	count.v, belong.v, number.v
Word_relations	1	collocate.v
Visiting	11	stay.v, quarter.v, lodge.v, overnight.v, visit.v, board.v, guest.v, room.v, stay over.v, revisit.v, sleep over.v
Attempt_suasion	16	pressure.v, wheedle.v, advise.v, badger.v, enjoin.v, admonish.v, cajole.v, exhort.v, press.v, advocate.v, prevail.v, lobby.v, beg.v, urge.v, suggest.v, recommend.v
Perception_body	15	hurt.v, ail.v, chafe.v, pain.v, burn.v, itch.v, hum.v, prickle.v, spin.v, smart.v, be killing.v, sting.v, tickle.v, ache.v, tingle.v
Beat_opponent	7	beat.v, rout.v, defeat.v, demolish.v, prevail.v, trounce.v, upend.v
Touring	4	see.v, tour.v, sight-see.v, do.v
Motion_directional	10	angle.v, slant.v, drop.v, plummet.v, fall.v, topple.v, plunge.v, descend.v, rise.v, dip.v
Simple_naming	2	term.v, call.v
Cause_impact	23	clink.v, click.v, clatter.v, rattle.v, rustle.v, slam.v, thump.v, jab.v, collide.v, rap.v, smack.v, thud.v, graze.v, crash.v, plow.v, run.v, bang.v, hit.v, slap.v, strike.v, clash.v, clang.v, ram.v
Breaking_off	3	chip.v, snap.v, break.v
Corroding	3	corrode.v, rust.v, oxidize.v
Inspecting	9	pat down.v, examine.v, patrol.v, check.v, frisk.v, police.v, double-check.v, proof-read.v, inspect.v
