cid	size	cluster
Self_motion	152	crawl.v,clomp.v,canter.v,bustle.v,clamber.v,climb.v,bound.v,bop.v,barge.v,burrow.v,back.v,caper.v,creep.v,dance.v,dart.v,dash.n,dash.v,flit.v,flounce.v,frolic.v,gallivant.v,gambol.v,hasten.v,hike.n,hike.v,hitchhike.v,hobble.v,hop.v,hurry.v,jaunt.n,jog.v,jump.v,leap.v,limp.v,lope.v,amble.v,lumber.v,trip.v,lunge.v,troop.v,lurch.v,trot.v,march.n,trudge.v,march.v,trundle.v,meander.v,vault.v,mince.v,waddle.v,mosey.v,wade.v,pace.v,walk.n,pad.v,waltz.v,parade.v,wander.v,plod.v,wriggle.v,pounce.v,slosh.v,prance.v,slop.v,promenade.v,skim.v,prowl.v,goose-step.v,roam.v,crawl.n,romp.v,proceed.v,run.v,sidle.v,rush.v,fly.v,sashay.v,head.v,saunter.v,repair.v,scamper.v,make.v,scoot.v,stalk.v,scramble.n,venture.v,scramble.v,storm.v,scurry.v,make a beeline.v,scuttle.v,walk.v,shuffle.n,drive.v,shuffle.v,sail.v,skip.v,coast.v,skulk.v,cruise.v,slalom.v,tack.v,sleepwalk.v,taxi.v,slink.v,shoulder.v,slither.v,nance.v,slog.n,swing.v,slog.v,edge.v,sneak.v,rove.v,spring.v,way.n,sprint.n,advance.v,sprint.v,file.v,stagger.v,take to the air.v,steal.v,rip.v,step.n,slip.v,step.v,slouch.v,stomp.v,enroute.a,straggle.v,press.v,stride.v,shrink.v,stroll.n,en route.adv,stroll.v,ramble.n,strut.v,hiker.n,stumble.v,whisk.v,swagger.v,swim.n,swim.v,tiptoe.v,toddle.v,totter.v,traipse.v,tramp.v,tread.v,trek.v
Vehicle_departure_initial_stage	3	lift off.v,cast off.v,take off.v
Cause_to_be_dry	10	dry out.v,dehydrate.v,dry up.v,dehumidification.n,dehumidify.v,desiccate.v,desiccation.n,anhydrate.v,dry off.v,dry.v
Measure_by_action	3	bite.n,splash.n,pinch.n
Expected_location_of_person	3	in.prep,out.prep,home.n
Feigning	7	fake.v,stage.v,affect.v,pretend.v,counterfeit.v,simulate.v,feign.v
Contrition	16	rue.v,repentant.a,repent.v,penitence.n,remorse.n,remorseful.a,rueful.a,guilty.a,repentance.n,penitent.a,guilt.n,remorseless.a,unrepentant.a,contrition.n,sorry.a,contrite.a
Supply	14	supplier.n,furnish.v,outfit.v,afford.v,provision.n,fuel.v,equipment.n,fix up.v,provision.v,supply.n,issue.v,supply.v,equip.v,provide.v
Being_in_effect	7	effective.a,void.a,effect.n,valid.a,force.n,null.a,binding.a
Making_faces	7	smile.v,smirk.v,scowl.v,grimace.v,grin.v,pout.v,frown.v
Inhibit_movement	12	tie.v,hold.v,lock.v,immure.v,constraint.n,confinement.n,constrain.v,restrict.v,confine.v,imprison.v,detain.v,shut up.v
Mass_motion	15	swarm.v,flood.v,parade.v,rain.v,hail.v,shower.v,pelt.v,troop.v,stream.v,pour.v,throng.v,flock.v,crowd.v,roll.v,teem.v
Change_of_consistency	12	clot.v,curdle.v,congeal.v,indurate.v,coagulate.v,thicken.v,coagulation.n,jell.v,set.v,thin.v,harden.v,soften.v
Operational_testing	10	test.v,flight test.v,trial.n,test.n,flight-testing.n,flight test.n,crash-test.v,flight-test.v,testing.n,try out.v
Appointing	7	accredited.a,designate.v,finger.v,appoint.v,tap.v,accredit.v,name.v
Guilt_or_innocence	5	innocence.n,guilt.n,blood on hands.n,guilty.a,innocent.a
Condition_symptom_relation	35	manifest.v,suggest.v,asymptomatic.a,due to.prep,cause.n,occur.v,cause.v,result.n,see.v,observe.v,present.v,symptomatic.a,consequence.n,characteristic.n,frequent.a,uncommon.a,provoke.v,lead.v,present.a,associate.v,contribute.v,mimic.v,result.v,produce.v,indicate.v,characterize.v,induce.v,manifest.n,include.v,relate.v,show.v,symptom.n,link.v,common.a,damage.v
Risk_scenario	0	
Attempt_distant_interaction_scenario	0	
Passing_off	2	pass off.v,palm off.v
Cure	27	heal.v,incurable.a,therapeutic.a,palliation.n,curative.a,cure.n,palliate.v,curable.a,resuscitate.v,remedy.v,alleviate.v,rehabilitate.v,palliative.a,nurse.v,therapy.n,healer.n,alleviation.n,rehabilitative.a,therapist.n,rehabilitation.n,ease.v,cure.v,remedy.n,treat.v,curative.n,palliative.n,treatment.n
Rite	38	worship.n,confirmation.n,vesper.n,sacrifice.v,communion.n,order.v,consecrate.v,exercise.n,prayer.n,christen.v,pray.v,mass.n,bless.v,blessing.n,anoint.v,unction.n,rite.n,ritual.n,confirm.v,circumcise.v,circumcision.n,service.n,ordination.n,vigil.n,confession.n,baptize.v,sacrament.n,ordain.v,christening.n,consecration.n,baptism.n,bar mitzvah.n,sacrifice.n,eucharist.n,initiate.v,initiation.n,rite of passage.n,evensong.n
Desirable_event	6	bad idea.n,should.v,be supposed to.v,have to.v,ought to.v,good idea.n
People_along_political_spectrum	5	far left.n,far-left.n,conservative.n,leftist.n,left.n
Robbery	13	robbery.n,mugging.n,robber.n,stick up.v,mug.v,hold-up.n,ransack.v,rifle.v,mugger.n,hold up.v,stick-up.n,rob blind.v,rob.v
Bond_maturation	3	maturity.n,endow.v,mature.v
Halt	4	halt.v,to a stop.adv,stop.v,to a halt.adv
Activity_pause	7	take break.v,adjourn.v,freeze.v,pause.n,moratorium.n,suspend.v,freeze.n
Submitting_documents	5	submission.n,turn in.v,submit.v,file.v,hand in.v
Mention	2	mention.v,touch (on).v
Openness	3	open.a,dark.a,closed.a
Commonality	6	share.v,mutual.a,in common.a,common.a,collective.a,shared.a
Have_as_translation_equivalent	1	translate.v
Reassuring	2	reassure.v,reassurance.n
Diversity	27	range.n,varied.a,miscellany.n,breadth.n,diverse.a,uniform.a,array.n,heterogeneous.a,variety.n,heterogeneity.n,diverseness.n,homogeneity.n,mixed bag.n,uniformity.n,homogeneous.a,multifariousness.n,assortment.n,multiplicity.n,multifarious.a,various.a,manifold.a,medley.n,variability.n,assorted.a,diversity.n,scope.n,broad.a
Process	1	process.n
Endangering	4	endangerment.n,jeopardise.v,imperil.v,endanger.v
Being_in_captivity	2	captivity.n,prisoner.n
Import_export_scenario	4	exporter.n,trans-shipping.n,transship.v,importer.n
Artifact	13	technology.n,control panel.n,phone.n,wheel.n,board.n,board [game].n,spatula.n,biotechnology.n,whisk.n,tub.n,timer.n,oven.n,artifact.n
Locale	13	region.n,site.n,place.n,grounds.n,spot.n,pocket.n,earth.n,location.n,point.n,locale.n,zone.n,area.n,regional.a
Product_delivery	0	
Getting	11	procurement [act].n,acquire.v,obtain.v,score.v,acquisition [act].n,gain.v,acquisition [entity].n,win.v,get.v,procure.v,secure.v
Freeing_from_confinement	1	spring.v
Fire_break	2	fire break.n,fire line.n
Cause_to_be_included	2	add.v,include.v
Working_a_post	3	man.v,work.v,staff.v
Disgraceful_situation	2	disgraceful.a,shameful.a
Graph_shape	2	plot.n,trace.n
Rewards_and_punishments	10	disciplinary.a,recompense.v,punishment [penalty].n,reward.n,punish.v,penalty.n,discipline.v,punitive.a,reward.v,punishment [act].n
Fields	16	industrial.a,art.n,sector.n,area.n,literary.a,industry.n,math.n,in.prep,artistic.a,technical.a,field.n,mathematics.n,literature.n,finance.n,theater.n,history.n
Dominate_competitor	4	domination.n,dominate.v,dominant.a,strongman.n
Locale_by_characteristic_entity	3	quarter.n,belt.n,enclave.n
Basis_for_attribute	0	
Visit_host_stay	0	
Remembering_information	3	forget.v,draw blank.v,remember.v
Billing	3	bill.v,invoice.v,invoice.n
Response_scenario	0	
Storing	7	store.v,keep.v,cellar.v,storage.n,cache.v,warehouse.v,stock.v
Bearing_arms	9	bear arms.v,armed.a,draw.v,pack.v,carry.v,nuclear.a,gunman.n,unarmed.a,weaponless.a
Risky_situation	10	safe.a,warm.a,danger.n,safely.adv,unsafe.a,dangerous.a,risky.a,risk.n,riskily.adv,threat.n
Exclude_member	5	expulsion.n,expel.v,exclude.v,excommunication.n,excommunicate.v
Location_of_light	47	glimmer.v,scintillate.v,illuminate.v,glow.v,brilliant.a,sparkle.v,glow.n,flame.v,twinkle.n,flicker.v,shimmer.v,bright.a,flash.n,lustre.n,light up.v,coruscation.n,glittering.a,glossy.a,shine.n,shiny.a,glister.v,gleam.n,shining.a,lambent.a,refulgence.n,lambency.n,flash.v,gleaming.a,sheen.n,glistening.a,light.n,gleam.v,twinkle.v,glister.n,glint.v,shine.v,flare.v,glitter.n,glisten.v,coruscate.v,flicker.n,flashing.a,glint.n,glimmer.n,refulgent.a,glitter.v,scintillation.n
Death	20	mortal.a,death.n,starvation.n,expire.v,mortality.n,suffocate.v,suffocation.n,starve.v,asphyxiate.v,end.n,croak.v,die.v,kick the bucket.v,terminator.n,perish.v,croak it.v,pass away.v,drown.v,decease.v,demise.n
Finish_competition	13	win.n,winner.n,tie.v,victorious.a,tie.n,draw.n,loss.n,fold.v,win.v,victor.n,show.v,lose.v,victory.n
Access_scenario	0	
Contacting	24	reach.v,telephone.v,telex.v,page.v,ring up.v,fax.v,write in.v,write.v,e-mail.v,call.v,phone.v,telegraph.v,call in.v,radio.v,ring.v,get through.v,cable.v,contact.n,contact.v,get in touch.v,call.n,call up.v,phone in.v,mail.v
Delimited_state_scenario	0	
Clothing_parts	40	zip.n,sash.n,lace.n,strap.n,hood.n,cowl.n,skirt.n,breastplate.n,waist-band.n,bootlace.n,clasp.n,shoelace.n,seam.n,placket.n,monogram.n,decolletage.n,cuff-link.n,waist.n,hem.n,insole.n,waistband.n,waistline.n,sole.n,brim.n,neckband.n,thong.n,neck.n,tassel.n,buckle.n,sleeve.n,collar.n,fringe.n,leg.n,button.n,pocket.n,zipper.n,cuff.n,braid.n,seat.n,snap.n
Sharpness	3	sharp.a,blunt.a,dull.a
Renting	4	rent.v,hire.v,charter.v,lease.v
Membership	6	membership.n,membership [status].n,belong.v,part.n,member.n,associated.a
Conferring_benefit	2	benefit.v,benefit.n
Attempt_means	2	give try.idio,try.v
Reliance_on_expectation	2	bank (on).v,count (on).v
Entity	6	what.n,thing.n,item.n,individual.n,object.n,entity.n
Knot_creation_scenario	0	
Weapon	69	machine-gun.n,nerve gas.n,gun.n,bow.n,EFP.n,chemical.a,spear.n,rocket.n,mine.n,biological weapon.n,firearm.n,missile.n,plastic explosive.n,explosive.n,rifle.n,weapon of mass destruction.n,ordnance.n,six-shooter.n,BW.n,dynamite.n,mortar.n,crossbow.n,mustard gas.n,assault rifle.n,cannon.n,handgun.n,CW.n,C4.n,automatic weapon.n,gat.n,shooter.n,chemical weapon.n,grenade.n,nuclear weapon.n,atomic weapon.n,artillery.n,AK-47.n,weaponry.n,Scud-C missile.n,phosgene.n,warhead.n,WMD.n,RPG.n,revolver.n,explosive.a,pistol.n,Scud-B missile.n,ballistic missile.n,arsenal.n,Scud-B.n,nuclear.a,weapon.n,strategic.a,shotgun.n,shell.n,atomic bomb.n,small arms.n,ICBM.n,biological.a,sword.n,club.n,garrotte.n,flame-thrower.n,forty-four.n,strategic nuclear weapon.n,knife.n,bomb.n,arms.n,twenty-two.n
Luck	9	luckily.adv,poor.a,fortunately.adv,happy.a,fortune.n,lucky.a,fortuitous.a,fortunate.a,luck.n
Sports_jargon	3	strike [baseball].n,serve.n,strike [bowling].n
Reference_text	4	see.v,qv.v,cf.v,refer.v
Precipitation	22	sleet.n,hail.n,rain event.n,sleet.v,precipitation.n,drizzle.v,snowfall.n,rain.n,rain.v,hail.v,snow.v,snow [event].n,torrential.a,precipitation [event].n,downpour.n,shower.v,drizzle.n,torrent.n,rainfall.n,shower.n,snow.n,sprinkle.v
Imitating	4	imitate.v,ape.v,copy.v,mimic.v
Relative_time	39	come on heels.v,prior.a,subsequently.adv,subsequent.a,succeed.v,sooner.adv,coming.a,predate.v,erstwhile.a,last.a,late [at night].a,previous.a,antecedent.a,premature.a,latest.a,follow.v,late.a,precede.v,belated.a,punctuality.n,after.prep,past.a,next.a,in parallel.a,behind.adv,punctually.adv,overdue.a,sooner rather than later.adv,punctual.a,recent.a,early.a,as.adv,preceding.a,while.c,following.a,tardy.a,on time.adv,later.adv,ahead.adv
Shapes	23	round.a,circle.n,line.n,cube.n,curve.n,oval.n,strip.n,stick.n,length.n,v.n,ellipse.n,circular.a,coil.n,shape.n,expanse.n,row.n,ball.n,triangle.n,stretch.n,wedge.n,ribbon.n,sheet.n,square.n
Margin_of_resolution	5	close.a,decisiveness.n,narrow.a,narrowly.adv,decisive.a
Cognitive_impact	2	strike.v,hit.v
Reading_perception	8	perusal.n,read.v,scan.v,skim.v,reader.n,pore.v,peruse.v,devour.v
Hit_target	3	pick off.v,hit.v,shoot.v
Duration_scenario	0	
Containers	120	bag.n,urn.n,crate.n,tank.n,pack.n,teaspoon.n,crock.n,pot [cooking].n,sarcophagus.n,safe.n,crucible.n,ashtray.n,tun.n,planter.n,cruet.n,stein.n,pot.n,glass.n,cup.n,spittoon.n,drawer.n,cuspidor.n,pannier.n,basin.n,goldfish bowl.a,cylinder.n,flask.n,ramekin.n,amphora.n,tub.n,cask.n,reticule.n,handbag.n,carryall.n,knapsack.n,suitcase.n,salver.n,censer.n,samovar.n,reservoir.n,chalice.n,barrel.n,snifter.n,chest.n,can.n,basket.n,creamer.n,backpack.n,thermos.n,wallet.n,decanter.n,tureen.n,dish.n,spoon.n,valise.n,ladle.n,dispenser.n,cauldron.n,envelope.n,drum.n,tin.n,satchel.n,casserole.n,duffel bag.n,folder.n,purse.n,flagon.n,bin.n,empty.n,rucksack.n,bowl.n,box.n,jar.n,pouch.n,etui.n,briefcase.n,vial.n,cart.n,goblet.n,bucket.n,vase.n,grail.n,canister.n,pail.n,hamper.n,canteen.n,pipette.n,haversack.n,carafe.n,bottle.n,tumbler.n,hopper.n,carton.n,vat.n,jeroboam.n,cartridge.n,beaker.n,vivarium.n,capsule.n,locker.n,mug.n,jigger.n,case.n,punch bowl.n,casket.n,jug.n,coffer.n,toilet bowl.n,sack.n,keg.n,wine bottle.n,coffin.n,magnum.n,chest of drawers.n,container.n,ampule.n,mailer.n,hot-water bottle.n,cooler.n,overnighter.n
Cardinal_numbers	38	thousand.num,fourteen.n,five.num,one.num,fifteen.num,six.num,fifty.num,ten.num,forty.num,million.num,twenty-five.num,five hundred.num,sixty.num,seventy.num,two.num,twelve.num,three.num,twenty-one.num,zero.num,four.num,fifty-two.num,seven.num,twenty.num,couple.n,seventy-four.num,pair.n,twenty-seven.num,score.n,eight.num,brace.n,dual.a,thirty.num,number.n,hundred.num,nine.num,ninety.num,billion.num,two hundred.num
Reading_aloud	2	read.v,read out.v
Transfer_scenario	0	
Coincidence	9	chance.a,randomly.adv,coincidence.n,chance.n,happenstance.n,happen.v,random.a,accident.n,chance.v
Resolve_problem	13	clear up.v,work through.v,do something about.v,address.v,resolve.v,fix.v,handle.v,answer.n,correct.v,result.n,get a handle.v,deal.v,solve.v
Non-commutative_process	5	subtract.v,subtraction.n,take away.v,division.n,divide.v
Expectation	14	predictable.a,unpredictable.a,premonition.n,wait.v,predict.v,expectation.n,prediction.n,foresee.v,expect.v,anticipate.v,await.v,unexpected.a,unforeseeable.a,foreseeable.a
Cause_expansion	24	dilate.v,widen.v,swell.v,expansion.n,lengthen.v,aggrandizement.n,augmentation.n,magnify.v,inflate.v,shrink.v,growth.n,grow.v,contraction.n,enlargement.n,compress.v,magnification.n,stretch.v,enlarge.v,condense.v,blow up.v,reduction.n,compression.n,narrow.v,expand.v
Degree_of_processing	4	unprocessed.a,enriched.a,raw.a,processed.a
Deception_end	0	
Just_found_out	4	surprised.a,shock.n,surprise.n,shocked.a
Infecting	2	give.v,infect.v
Judgment_direct_address	32	reprimand.n,castigatory.a,reproach.v,reproof.n,reprimand.v,rebuke.n,jeer.n,admonishment.n,scold.v,compliment.v,admonish.v,rebuke.v,harangue.v,thank.v,upbraid.v,take to task.v,thanks.n,chastise.v,tell off.v,telling off.n,compliment.n,admonition.n,talking-to.n,tongue-lashing.n,chide.v,reprove.v,congratulate.v,jeer.v,give shit.v,castigation.n,berate.v,chastisement.n
Claim_ownership	4	dibs.n,claim.n,call.v,claim.v
Activity_stop	7	cease.v,discontinue.v,halt.v,terminate.v,abandon.v,quit.v,stop.v
Be_in_agreement_on_assessment	4	agree.v,agreement.n,see eye to eye.v,concur.v
Eventive_cognizer_affecting	2	convince.v,decide.v
Forgoing	11	abstain.v,refrain.v,abstention.n,do without.v,forbear.v,go without.v,forgo.v,forbearance.n,forbearing.a,skip.v,abstinence.n
Occupy_rank	3	rank.v,top.a,stand.v
Simultaneity	9	concurrency.n,co-occurrence.n,simultaneously.adv,conjunction.n,co-occur.v,concurrent.a,simultaneity.n,simultaneous.a,coincide.v
Cause_change_of_position_on_a_scale	26	knock down.v,lift.v,push.n,decrease.v,cut.n,lower.v,enhance.v,slash.v,reduction.n,move.v,promote.v,reduce.v,curtail.v,step up.v,increase.v,raise.v,growth.n,diminish.v,double.v,cut.v,development.n,add.v,drop.v,swell.v,crank.v,push.v
Expensiveness	16	cheap.a,expense.n,expensive.a,affordable.a,affordability.n,set back.v,exorbitant.a,costly.a,low-cost.a,inexpensive.a,pricey.a,cost.v,low-priced.a,overpriced.a,cost.n,free.a
Emphasizing	11	place weight.idio,centered.a,focus.v,growth-oriented.a,emphasis.n,focused.a,oriented.a,accentuate.v,stress.v,emphasize.v,prioritize.v
Cause_to_end	7	end.v,abort.v,lifting.n,put an end to.v,arrest.v,lift.v,do away with.v
Operate_vehicle_scenario	0	
Subjective_temperature	6	cold.a,burn up.v,cool.a,hot.a,warm.a,freezing.a
Fining	8	amerce.v,fine.n,ticket.n,fine.v,reparations.n,ticket.v,damages.n,mulct.v
Inclusion_scenario	0	
Position_on_a_scale	10	high.a,moderate.a,advanced.a,through the roof.adv,deficient.a,lacking.a,low.a,medium.a,poor.a,rich.a
Relational_quantity	1	rate.n
Idiosyncrasy	10	peculiar.a,particular.a,idiosyncratic.a,weird.a,unique.a,idiosyncrasy.n,peculiarity.n,certain.a,uncanny.a,oddity.n
Downing	3	shoot down.v,downing.n,down.v
Transportation_status	3	on board.a,on foot.adv,mounted.a
Setting_back_burn	1	backfire.n
Mental_stimulus_exp_focus	12	smitten.a,enthralled.a,interested.a,suspicious.a,engrossed.a,infatuated.a,curious.a,absorbed.a,lost (in).a,wrapped up (in).a,captivated.a,fascinated.a
Verdict	12	find.v,verdict.n,not guilty.a,pronounce.v,finding.n,guilty.a,convict.v,acquit.v,acquittal.n,clear.v,conviction.n,ruling.n
Cooking_creation	19	prepare.v,frying.n,bake.v,fix.v,put together.v,cook.v,cook.n,preparation.n,baking.n,cooking.n,make.v,grill.v,whip up.v,grilling.n,concoct.v,cook up.v,roast.v,roasting.n,fry.v
Limiting	1	limit.v
Receiving	3	accept.v,receipt.n,receive.v
Being_at_risk	13	susceptible.a,susceptibility.n,safe.a,danger.n,insecure.a,risk.n,vulnerable.a,vulnerability.n,safety.n,threatened.a,security.n,secure.a,unsafe.a
Locale_closure	2	shut down.v,close.v
Losing_it	6	blow cool.v,flip out.v,lose it.v,go apeshit.v,freak out.v,go ballistic.v
Collaboration	20	in cahoots.a,in league.a,conspire.v,together.adv,partner.n,cooperation.n,collude.v,collaborator.n,collusion.n,confederate.n,collaboration.n,partner.v,team up.v,associate.n,jointly.adv,collaborate.v,conspiracy.n,work together.v,affiliated.a,cooperate.v
Distant_operated_IED	3	command IED.n,RCIED.n,CWIED.n
Dead_or_alive	14	lifeless.a,dead.a,living.a,life.n,undead.n,alive.a,dirt nap.n,undead.a,dead.n,nonliving.a,living.n,live.v,late.a,deceased.a
Wealthiness	13	underprivileged.a,affluent.a,privileged.a,prosperous.a,wealthy.a,poverty.n,impoverished.a,poor.a,needy.a,broke.a,well-off.a,rich.a,bankrupt.a
Communication_response	16	reaction.n,answer.n,respond.v,reply.n,retort.n,come back.v,acknowledge.v,riposte.n,comeback.n,answer.v,counter.v,reply.v,rejoinder.n,rejoin.v,response.n,retort.v
Meet_with_response	1	meet.v
Becoming_attached	7	take hold.v,fasten.v,moor.v,agglutinate.v,stick.v,bind.v,attach.v
Legality	14	prohibited.a,licit.a,wrongly.adv,unlawful.a,legitimate.a,fair.a,illegal.a,illicit.a,permissible.a,wrongful.a,wrong.a,criminal.a,legal.a,lawful.a
Get_a_job	2	hire on.v,sign on.v
Attempt_obtain_food_scenario	1	subsistence.n
Posture	25	crouched.a,lie.v,huddled.a,bent.a,hunched.a,sprawled.a,squat.v,slouched.a,sit.v,seated.a,posture.n,hunch.v,stance.n,crouch.v,huddle.v,slouch.v,position.n,kneel.v,cower.v,shrink.v,bend.v,sprawl.v,stand.v,stoop.v,lean.v
Have_visitor_over	1	have over.v
Friendly_or_hostile	5	hostile.a,friendly.a,hostile.n,enemy.n,friendly.n
Notification_of_charges	5	accuse.v,charge.v,charge.n,indictment.n,indict.v
Work	4	work.v,work.n,bang away.v,plug away.v
Losing_track_of_perceiver	1	lose.v
Representing	2	be symbol.idio,symbolize.v
Commutative_statement	3	times.n,product.n,sum.n
Taking	5	take.v,seizure.n,grab.v,seize.v,commandeer.v
Try_defendant	1	try.v
Cycle_of_existence_scenario	0	
Commutation	2	commutation.n,commute.v
Relational_location	0	
Left_to_do	3	remainder.n,remain.v,left.a
Physical_entity	0	
Undressing	10	peel off.v,doff.v,strip off.v,kick off.v,throw off.v,take off.v,slip.v,pull off.v,remove.v,shed.v
Process_stop	11	halt.n,kill.v,discontinue.v,cessation.n,shutdown.n,stop.v,shut down.v,discontinuation.n,cease.v,quit.v,desist.v
Others_situation_as_stimulus	5	compassion.n,empathize.v,sympathize.v,feel (for).v,pity.v
Emptying	41	stalk.v,peel.v,flush.v,rid.v,expunge.v,disembowel.v,weed.v,skin.v,empty.v,core.v,gut.v,seed.v,bone.v,debug.v,deforest.v,degrease.v,descale.v,stone.v,scalp.v,drain.v,defrost.v,delouse.v,eviscerate.v,denude.v,unload.v,clear.v,emptying.n,expurgate.v,void.v,evacuate.v,debone.v,devein.v,disarm.v,disarmament.n,decontaminate.v,decontamination.n,cleanse.v,purge.v,pit.v,strip.v,divest.v
Cause_change	16	make.v,convert.v,conversion.n,alteration.n,variation.n,vary.v,change.v,deform.v,modify.v,modification.n,turn.v,transformation.n,alter.v,transform.v,shift.v,reshape.v
Being_in_operation	4	off.prep,operational.a,on.prep,operate.v
Judgment_of_intensity	3	severe.a,weak.a,strong.a
Measures	0	
Relational_natural_features	12	summit.n,shoreline.n,seaboard.n,shore.n,foothill.n,bank.n,peak.n,coast.n,delta.n,source.n,estuary.n,mouth.n
Avoiding	18	desist.v,shrink from.v,escape.v,skirt.v,avoidance.n,evade.v,evasion.n,shun.v,keep away.v,avoid.v,shirk.v,duck.v,dodge.v,sidestep.n,eschew.v,sidestep.v,forgo.v,stay away.v
Government_institution	0	
Forging	7	forgery [act].n,falsify.v,counterfeit.v,forgery [entity].n,fake.n,forge.v,fake.v
Employer_scenario	0	
Facial_expression	13	grimace.n,expression.n,look.n,scowl.n,frown.n,rictus.n,face.n,sneer.n,snarl.n,pout.n,grin.n,smile.n,smirk.n
Releasing_from_custody	0	
People	25	human being.n,man.n,human.n,dude.n,guy.n,pax.n,someone.n,folk.n,life.n,girl.n,un.n,fellow.n,folks.n,who.pron,chap.n,lady.n,people.n,personage.n,somebody.n,character.n,individual.n,gent.n,gentleman.n,woman.n,person.n
Appellations	56	king.n,leader.n,representative.n,chairman.n,imam.n,legislator.n,mayor.n,mogul.n,premier.n,captain.n,governor.n,monarch.n,officer.n,official.n,president.n,minister.n,brother.n,general.n,maharaja.n,chief.n,commander.n,headmaster.n,queen.n,bishop.n,shah.n,director.n,mother.n,commissioner.n,principal.n,dr.n,executive.n,prince.n,mr.n,congresswoman.n,sheik.n,mrs.n,emperor.n,secretary.n,ms.n,empress.n,tsar.n,miss.n,chairperson.n,superintendent.n,child.n,kaiser.n,supervisor.n,aunt.n,duchess.n,father.n,uncle.n,sultan.n,doctor.n,sister.n,congressman.n,cousin.n
Temporary_leave	10	absence.n,time off.n,sabbatical.n,leave of absence.n,holiday.n,furlough.n,PTO.n,vacation.n,absent.v,leave.n
Manner	2	manner.n,way.n
Frugality	22	frugal.a,thrifty.a,penny-wise.a,austerity.n,scrimp.v,spartan.a,sparing.a,austere.a,parsimony.n,economical.a,wasteful.a,extravagant.a,parsimonious.a,profligate.a,waste.v,squander.v,frugality.n,profligacy.n,economy.n,spendthrift.n,thrift.n,husband.v
Food_gathering	4	gather.v,pick.v,bring in.v,harvest.v
Cognitive_connection	8	relationship.n,have to do (with).v,identify with.v,connected.a,related.a,associated.a,tied.a,linked.a
Process_completed_state	4	done.a,finished.a,over.a,complete.a
Communicate_categorization	17	characterize.v,portray.v,cast.v,make out to be.v,define.v,definition.n,description.n,depict.v,represent.v,characterization.n,redefinition.n,redefine.v,describe.v,treat.v,depiction.n,representation.n,paint.v
Request_entity	3	order.n,order.v,order [physical object].n
Arithmetic_commutative	0	
Part_whole	13	development.n,tenth.n,portion.n,segment.n,quarter.n,eighth.n,fragment.n,section.n,fifth.n,hundredth.n,third.n,part.n,half.n
Living_conditions	1	live.v
Success_or_failure	12	pull off.v,fail.v,failure.n,succeed.v,success.n,ace.v,get there.v,successful.a,unsuccessful.a,miss.v,failing.n,manage.v
Impact	41	patter.v,plash.v,rap.v,glancing.a,tinkle.v,impact.v,clatter.v,hit.v,clink.v,run.v,hiss.v,smack.v,rattle.v,bang.v,touch.v,crash.v,brush.v,bump.v,knock.v,clang.v,impinge.v,plow.v,collide.v,collision.n,smash.v,strike.v,impact.n,hit.n,thud.v,crash.n,clunk.v,crunch.v,graze.v,slam.v,plop.v,plunk.v,slap.v,thump.v,chatter.v,clash.v,click.v
Artistic_style	4	order.n,style.n,look.n,sound.n
Scope	1	scope.n
Remembering_experience	6	forget.v,memory.n,remember.v,reminisce.v,recall.v,look back.v
Gizmo	20	instrument.n,system.n,machine.n,utensil.n,centrifuge.n,apparatus.n,device.n,mechanical.a,gear.n,gadget.n,equipment.n,contraption.n,appliance.n,technology.n,tool.n,core.n,range.n,player.n,implement.n,level.n
Timespan	3	life.n,day.n,time.n
Body_movement	63	wrinkle.v,arch.v,curtsy.n,cock.v,kneel.v,crane.v,writhe.v,cross.v,wriggle.v,drop.v,shudder.v,flap.v,flex.v,fidget.v,fling.v,bob.v,yawn.v,flutter.v,jiggle.v,gnash.v,shiver.v,grind.v,curtsy.v,blink.v,hang.v,duck.v,jerk.v,crease.v,lift.v,smack.v,nod.v,open.v,pout.v,close.v,pucker.v,wiggle.v,shut.v,purse.v,twiddle.v,roll.v,stamp.v,shake.v,crinkle.v,shrug.v,crumple.v,shuffle.v,scrunch.v,stretch.v,move.v,swing.v,twist.v,throw.v,wink.n,toss.v,reach.v,twitch.v,bat.v,wag.v,waggle.v,bend.v,wave.v,clap.v,wink.v
See_through	1	see (through).v
Intentional_traversing	4	ascend.v,cut.v,ford.v,climb.v
Besieging	8	siege.n,siege.v,besiegement.n,encirclement.n,besiege.v,investment.n,invest.v,beleaguer.v
Use_firearm	4	shoot.v,discharge.v,shot.n,fire.v
